	crisno	sentence_number_int_aligned	yhat_prompt_entity_yes_no
1866	74	67	
1867	74	68	
1868	74	69	
1869	74	70	
1870	74	71	
1871	74	72	
1872	74	73	
1873	74	74	
1874	74	75	
1875	74	76	
1876	74	77	
1877	74	78	
1878	74	79	
1879	74	80	
1880	74	81	
1881	74	82	
1882	74	83	
1883	74	84	
1884	74	85	
1885	74	86	
1886	74	87	
1887	74	88	
1888	74	89	
1889	74	90	
1890	74	91	
1891	74	92	
1892	74	93	
1893	74	94	
1894	74	95	
1895	74	96	
1896	74	97	
1897	74	98	
1898	74	99	
1899	74	100	
1900	74	101	
1901	74	102	
1902	74	103	
1903	74	104	
1904	74	105	
1905	74	106	
1906	74	107	
1907	74	108	
1908	74	109	
1909	74	110	
1910	74	111	
1911	74	112	
1912	74	113	
1913	74	114	
1914	75	1	
1915	75	2	
1916	75	3	
1917	75	4	
1918	75	5	
1919	75	6	
1920	75	7	
1921	75	8	
1922	75	9	
1923	75	10	
1924	75	11	
1925	75	12	
1926	75	13	
1927	75	14	
1928	75	15	
1929	75	16	
1930	75	17	
1931	75	18	
1932	75	19	
1933	75	20	
1934	75	21	
1935	75	22	
1936	75	23	
1937	75	24	
1938	75	25	
1939	75	26	
1940	75	27	
1941	75	28	
1942	76	1	
1943	76	2	
1944	76	3	
1945	76	4	
1946	76	5	
1947	76	6	
1948	76	7	
1949	76	8	
1950	76	9	
1951	76	10	
1952	76	11	
1953	76	12	
1954	76	13	
1955	76	14	
1956	76	15	
1957	76	16	
1958	76	17	
1959	76	18	
1960	76	19	
1961	76	20	
1962	76	21	
1963	76	22	
1964	76	23	
1965	76	24	
1966	76	25	
1967	76	26	
1968	76	27	
1969	76	28	
1970	76	29	
1971	76	30	
1972	76	31	
1973	76	32	
1974	76	33	
1975	76	34	
1976	76	35	
1977	76	36	
1978	76	37	
1979	76	38	
1980	76	39	
1981	76	40	
1982	76	41	
1983	76	42	
1984	76	43	
1985	77	1	
1986	77	2	
1987	77	3	
1988	77	4	
1989	77	5	
1990	77	6	
1991	77	7	
1992	77	8	
1993	77	9	
1994	77	10	
1995	77	11	
1996	77	12	
1997	77	13	
1998	77	14	
1999	77	15	
2000	77	16	
2001	77	17	
2002	77	18	
2003	77	19	
2004	77	20	
2005	77	21	
2006	77	22	
2007	77	23	
2008	77	24	
2009	77	25	
2010	77	26	
2011	77	27	
2012	77	28	
2013	77	29	
2014	78	1	
2015	78	2	
2016	78	3	
2017	78	4	
2018	78	5	
2019	78	6	
2020	78	7	
2021	78	8	
2022	78	9	
2023	78	10	
2024	78	11	
2025	78	12	
2026	78	13	
2027	78	14	
2028	78	15	
2029	78	16	
2030	78	17	
2031	78	18	
2032	78	19	
2033	78	20	
2034	78	21	
2035	78	22	
2036	78	23	
2037	78	24	
2038	78	25	
2039	79	1	
2040	79	2	
2041	79	3	
2042	79	4	
2043	79	5	
2044	79	6	
2045	79	7	
2046	79	8	
2047	79	9	
2048	79	10	
2049	79	11	
2050	79	12	
2051	79	13	
2052	79	14	
2053	79	15	
2054	79	16	
2055	79	17	
2056	79	18	
2057	79	19	
2058	80	1	
2059	80	2	
2060	80	3	
2061	80	4	
2062	80	5	
2063	80	6	
2064	80	7	
2065	80	8	
2066	80	9	
2067	80	10	
2068	80	11	
2069	80	12	
2070	80	13	
2071	80	14	
2072	80	15	
2073	80	16	
2074	80	17	
2075	80	18	
2076	80	19	
2077	80	20	
2078	80	21	
2079	80	22	
2080	80	23	
2081	80	24	
2082	80	25	
2083	80	26	
2084	80	27	
2085	80	28	
2086	80	29	
2087	80	30	
2088	80	31	
2089	80	32	
2090	80	33	
2091	80	34	
2092	80	35	
2093	80	36	
2094	80	37	
2095	80	38	
2096	80	39	
2097	81	1	
2098	81	2	
2099	81	3	
2100	81	4	
2101	81	5	
2102	81	6	
2103	81	7	
2104	81	8	
2105	81	9	
2106	81	10	
2107	81	11	
2108	81	12	
2109	81	13	
2110	81	14	
2111	81	15	
2112	81	16	
2113	81	17	
2114	81	18	
2115	81	19	
2116	81	20	
2117	81	21	
2118	81	22	
2119	81	23	
2120	81	24	
2121	81	25	
2122	82	1	
2123	82	2	
2124	82	3	
2125	82	4	
2126	82	5	
2127	82	6	
2128	82	7	
2129	82	8	
2130	82	9	
2131	82	10	
2132	82	11	
2133	82	12	
2134	82	13	
2135	82	14	
2136	82	15	
2137	82	16	
2138	82	17	
2139	82	18	
2140	82	19	
2141	82	20	
2142	82	21	
2143	82	22	
2144	82	23	
2145	82	24	
2146	82	25	
2147	82	26	
2148	82	27	
2149	82	28	
2150	82	29	
2151	82	30	
2152	83	1	
2153	83	2	
2154	83	3	
2155	83	4	
2156	83	5	
2157	83	6	
2158	83	7	
2159	83	8	
2160	83	9	
2161	83	10	
2162	83	11	
2163	83	12	
2164	83	13	
2165	83	14	
2166	83	15	
2167	83	16	
2168	83	17	
2169	83	18	
2170	83	19	
2171	83	20	
2172	83	21	
2173	83	22	
2174	83	23	
2175	83	24	
2176	83	25	
2177	83	26	
2178	83	27	
2179	83	28	
2180	83	29	
2181	83	30	
2182	83	31	
2183	83	32	
2184	83	33	
2185	83	34	
2186	83	35	
2187	83	36	
2188	83	37	
2189	83	38	
2190	83	39	
2191	83	40	
2192	83	41	
2193	83	42	
2194	83	43	
2195	83	44	
2196	83	45	
2197	83	46	
2198	83	47	
2199	83	48	
2200	83	49	
2201	83	50	
2202	83	51	
2203	83	52	
2204	83	53	
2205	83	54	
2206	83	55	
2207	83	56	
2208	84	1	
2209	84	2	
2210	84	3	
2211	84	4	
2212	84	5	
2213	84	6	
2214	84	7	
2215	84	8	
2216	84	9	
2217	84	10	
2218	84	11	
2219	84	12	
2220	84	13	
2221	84	14	
2222	84	15	
2223	84	16	
2224	84	17	
2225	84	18	
2226	84	19	
2227	84	20	
2228	84	21	
2229	84	22	
2230	84	23	
2231	84	24	
2232	84	25	
2233	84	26	
2234	84	27	
2235	84	28	
2236	84	29	
2237	84	30	
2238	85	1	
2239	85	2	
2240	85	3	
2241	85	4	
2242	85	5	
2243	85	6	
2244	85	7	
2245	85	8	
2246	85	9	
2247	85	10	
2248	85	11	
2249	85	12	
2250	85	13	
2251	85	14	
2252	85	15	
2253	85	16	
2254	85	17	
2255	85	18	
2256	85	19	
2257	85	20	
2258	85	21	
2259	85	22	
2260	85	23	
2261	86	1	
2262	86	2	
2263	86	3	
2264	86	4	
2265	86	5	
2266	86	6	
2267	86	7	
2268	86	8	
2269	86	9	
2270	86	10	
2271	86	11	
2272	86	12	
2273	86	13	
2274	86	14	
2275	86	15	
2276	86	16	
2277	86	17	
2278	86	18	
2279	86	19	
2280	86	20	
2281	86	21	
2282	86	22	
2283	86	23	
2284	86	24	
2285	86	25	
2286	86	26	
2287	86	27	
2288	86	28	
2289	87	1	
2290	87	2	
2291	87	3	
2292	87	4	
2293	87	5	
2294	87	6	
2295	87	7	
2296	87	8	
2297	87	9	
2298	87	10	
2299	87	11	
2300	87	12	
2301	87	13	
2302	87	14	
2303	87	15	
2304	88	1	
2305	88	2	
2306	88	3	
2307	88	4	
2308	88	5	
2309	88	6	
2310	88	7	
2311	88	8	
2312	88	9	
2313	88	10	
2314	88	11	
2315	88	12	
2316	88	13	
2317	88	14	
2318	88	15	
2319	88	16	
2320	88	17	
2321	88	18	
2322	88	19	
2323	88	20	
2324	88	21	
2325	88	22	
2326	88	23	
2327	88	24	
2328	88	25	
2329	88	26	
2330	88	27	
2331	88	28	
2332	88	29	
2333	88	30	
2334	88	31	
2335	88	32	
2336	88	33	
2337	88	34	
2338	88	35	
2339	88	36	
2340	88	37	
2341	88	38	
2342	88	39	
2343	88	40	
2344	88	41	
2345	88	42	
2346	88	43	
2347	88	44	
2348	88	45	
2349	88	46	
2350	88	47	
2351	88	48	
2352	88	49	
2353	88	50	
2354	88	51	
2355	88	52	
2356	88	53	
2357	88	54	
2358	88	55	
2359	89	1	
2360	89	2	
2361	89	3	
2362	89	4	
2363	89	5	
2364	89	6	
2365	89	7	
2366	89	8	
2367	89	9	
2368	89	10	
2369	89	11	
2370	89	12	
2371	89	13	
2372	89	14	
2373	89	15	
2374	89	16	
2375	89	17	
2376	89	18	
2377	89	19	
2378	89	20	
2379	89	21	
2380	90	1	
2381	90	2	
2382	90	3	
2383	90	4	
2384	90	5	
2385	90	6	
2386	90	7	
2387	90	8	
2388	90	9	
2389	90	10	
2390	90	11	
2391	90	12	
2392	90	13	
2393	90	14	
2394	90	15	
2395	90	16	
2396	90	17	
2397	90	18	
2398	90	19	
2399	90	20	
2400	90	21	
2401	91	1	
2402	91	2	
2403	91	3	
2404	91	4	
2405	91	5	
2406	91	6	
2407	91	7	
2408	91	8	
2409	91	9	
2410	91	10	
2411	91	11	
2412	91	12	
2413	91	13	
2414	91	14	
2415	91	15	
2416	91	16	
2417	91	17	
2418	91	18	
2419	92	1	
2420	92	2	
2421	92	3	
2422	92	4	
2423	92	5	
2424	92	6	
2425	92	7	
2426	92	8	
2427	92	9	
2428	92	10	
2429	92	11	
2430	93	1	
2431	93	2	
2432	93	3	
2433	93	4	
2434	93	5	
2435	93	6	
2436	93	7	
2437	93	8	
2438	93	9	
2439	93	10	
2440	93	11	
2441	93	12	
2442	93	13	
2443	93	14	
2444	93	15	
2445	93	16	
2446	93	17	
2447	93	18	
2448	93	19	
2449	93	20	
2450	93	21	
2451	93	22	
2452	93	23	
2453	93	24	
2454	93	25	
2455	93	26	
2456	93	27	
2457	93	28	
2458	93	29	
2459	93	30	
2460	93	31	
2461	94	1	
2462	94	2	
2463	94	3	
2464	94	4	
2465	94	5	
2466	94	6	
2467	94	7	
2468	94	8	
2469	94	9	
2470	94	10	
2471	94	11	
2472	94	12	
2473	94	13	
2474	94	14	
2475	94	15	
2476	94	16	
2477	94	17	
2478	94	18	
2479	94	19	
2480	94	20	
2481	94	21	
2482	94	22	
2483	94	23	
2484	94	24	
2485	94	25	
2486	94	26	
2487	95	1	
2488	95	2	
2489	95	3	
2490	95	4	
2491	95	5	
2492	95	6	
2493	95	7	
2494	95	8	
2495	95	9	
2496	95	10	
2497	95	11	
2498	95	12	
2499	95	13	
2500	95	14	
2501	95	15	
2502	95	16	
2503	95	17	
2504	95	18	
2505	95	19	
2506	95	20	
2507	95	21	
2508	95	22	
2509	95	23	
2510	96	1	
2511	96	2	
2512	96	3	
2513	96	4	
2514	96	5	
2515	96	6	
2516	96	7	
2517	96	8	
2518	96	9	
2519	96	10	
2520	96	11	
2521	96	12	
2522	96	13	
2523	96	14	
2524	96	15	
2525	96	16	
2526	96	17	
2527	96	18	
2528	97	1	
2529	97	2	
2530	97	3	
2531	97	4	
2532	97	5	
2533	97	6	
2534	97	7	
2535	97	8	
2536	97	9	
2537	97	10	
2538	97	11	
2539	97	12	
2540	97	13	
2541	97	14	
2542	97	15	
2543	98	1	
2544	98	2	
2545	98	3	
2546	98	4	
2547	98	5	
2548	98	6	
2549	98	7	
2550	98	8	
2551	98	9	
2552	98	10	
2553	98	11	
2554	98	12	
2555	98	13	
2556	98	14	
2557	98	15	
2558	98	16	
2559	99	1	
2560	99	2	
2561	99	3	
2562	99	4	
2563	99	5	
2564	99	6	
2565	99	7	
2566	99	8	
2567	99	9	
2568	99	10	
2569	99	11	
2570	100	1	
2571	100	2	
2572	100	3	
2573	100	4	
2574	100	5	
2575	100	6	
2576	100	7	
2577	100	8	
2578	100	9	
2579	100	10	
2580	100	11	
2581	100	12	
2582	100	13	
2583	100	14	
2584	100	15	
2585	100	16	
2586	100	17	
2587	100	18	
2588	100	19	
2589	101	1	
2590	101	2	
2591	101	3	
2592	101	4	
2593	101	5	
2594	101	6	
2595	101	7	
2596	101	8	
2597	101	9	
2598	101	10	
2599	101	11	
2600	101	12	
2601	101	13	
2602	101	14	
2603	101	15	
2604	101	16	
2605	101	17	
2606	101	18	
2607	101	19	
2608	102	1	
2609	102	2	
2610	102	3	
2611	102	4	
2612	102	5	
2613	102	6	
2614	102	7	
2615	102	8	
2616	102	9	
2617	102	10	
2618	102	11	
2619	102	12	
2620	102	13	
2621	102	14	
2622	102	15	
2623	102	16	
2624	102	17	
2625	102	18	
2626	102	19	
2627	102	20	
2628	103	1	
2629	103	2	
2630	103	3	
2631	103	4	
2632	103	5	
2633	103	6	
2634	103	7	
2635	103	8	
2636	103	9	
2637	103	10	
2638	103	11	
2639	103	12	
2640	103	13	
2641	103	14	
2642	103	15	
2643	103	16	
2644	103	17	
2645	104	1	
2646	104	2	
2647	104	3	
2648	104	4	
2649	104	5	
2650	104	6	
2651	104	7	
2652	104	8	
2653	104	9	
2654	104	10	
2655	104	11	
2656	104	12	
2657	104	13	
2658	104	14	
2659	104	15	
2660	104	16	
2661	104	17	
2662	104	18	
2663	104	19	
2664	104	20	
2665	104	21	
2666	104	22	
2667	104	23	
2668	104	24	
2669	104	25	
2670	104	26	
2671	104	27	
2672	104	28	
2673	104	29	
2674	104	30	
2675	104	31	
2676	104	32	
2677	104	33	
2678	104	34	
2679	104	35	
2680	105	1	
2681	105	2	
2682	105	3	
2683	105	4	
2684	105	5	
2685	105	6	
2686	105	7	
2687	105	8	
2688	105	9	
2689	105	10	
2690	105	11	
2691	105	12	
2692	105	13	
2693	105	14	
2694	105	15	
2695	105	16	
2696	105	17	
2697	105	18	
2698	105	19	
2699	105	20	
2700	105	21	
2701	105	22	
2702	105	23	
2703	105	24	
2704	105	25	
2705	106	1	
2706	106	2	
2707	106	3	
2708	106	4	
2709	106	5	
2710	106	6	
2711	106	7	
2712	106	8	
2713	106	9	
2714	106	10	
2715	106	11	
2716	106	12	
2717	106	13	
2718	106	14	
2719	106	15	
2720	106	16	
2721	106	17	
2722	106	18	
2723	106	19	
2724	106	20	
2725	106	21	
2726	106	22	
2727	106	23	
2728	107	1	
2729	107	2	
2730	107	3	
2731	107	4	
2732	107	5	
2733	107	6	
2734	107	7	
2735	107	8	
2736	107	9	
2737	107	10	
2738	107	11	
2739	107	12	
2740	107	13	
2741	107	14	
2742	107	15	
2743	107	16	
2744	107	17	
2745	107	18	
2746	107	19	
2747	107	20	
2748	107	21	
2749	107	22	
2750	107	23	
2751	107	24	
2752	107	25	
2753	107	26	
2754	107	27	
2755	107	28	
2756	107	29	
2757	107	30	
2758	107	31	
2759	107	32	
2760	107	33	
2761	108	1	
2762	108	2	
2763	108	3	
2764	108	4	
2765	108	5	
2766	108	6	
2767	108	7	
2768	108	8	
2769	108	9	
2770	108	10	
2771	108	11	
2772	108	12	
2773	108	13	
2774	108	14	
2775	108	15	
2776	108	16	
2777	108	17	
2778	108	18	
2779	108	19	
2780	108	20	
2781	108	21	
2782	108	22	
2783	108	23	
2784	108	24	
2785	108	25	
2786	108	26	
2787	108	27	
2788	108	28	
2789	108	29	
2790	108	30	
2791	108	31	
2792	108	32	
2793	108	33	
2794	108	34	
2795	109	1	
2796	109	2	
2797	109	3	
2798	109	4	
2799	109	5	
2800	109	6	
2801	109	7	
2802	109	8	
2803	109	9	
2804	109	10	
2805	109	11	
2806	109	12	
2807	109	13	
2808	109	14	
2809	109	15	
2810	109	16	
2811	109	17	
2812	109	18	
2813	109	19	
2814	109	20	
2815	109	21	
2816	110	1	
2817	110	2	
2818	110	3	
2819	110	4	
2820	110	5	
2821	110	6	
2822	110	7	
2823	110	8	
2824	110	9	
2825	110	10	
2826	110	11	
2827	110	12	
2828	111	1	
2829	111	2	
2830	111	3	
2831	111	4	
2832	111	5	
2833	111	6	
2834	111	7	
2835	111	8	
2836	111	9	
2837	111	10	
2838	111	11	
2839	111	12	
2840	111	13	
2841	111	14	
2842	111	15	
2843	112	1	
2844	112	2	
2845	112	3	
2846	112	4	
2847	112	5	
2848	112	6	
2849	112	7	
2850	112	8	
2851	112	9	
2852	112	10	
2853	112	11	
2854	112	12	
2855	112	13	
2856	113	1	
2857	113	2	
2858	113	3	
2859	113	4	
2860	113	5	
2861	113	6	
2862	113	7	
2863	113	8	
2864	113	9	
2865	113	10	
2866	113	11	
2867	113	12	
2868	113	13	
2869	113	14	
2870	113	15	
2871	113	16	
2872	113	17	
2873	113	18	
2874	113	19	
2875	113	20	
2876	114	1	
2877	114	2	
2878	114	3	
2879	114	4	
2880	114	5	
2881	114	6	
2882	114	7	
2883	114	8	
2884	114	9	
2885	114	10	
2886	114	11	
2887	114	12	
2888	114	13	
2889	114	14	
2890	114	15	
2891	114	16	
2892	114	17	
2893	114	18	
2894	115	1	
2895	115	2	
2896	115	3	
2897	115	4	
2898	115	5	
2899	115	6	
2900	115	7	
2901	115	8	
2902	115	9	
2903	115	10	
2904	115	11	
2905	115	12	
2906	115	13	
2907	115	14	
2908	115	15	
2909	115	16	
2910	115	17	
2911	115	18	
2912	115	19	
2913	115	20	
2914	115	21	
2915	115	22	
2916	115	23	
2917	115	24	
2918	115	25	
2919	115	26	
2920	115	27	
2921	115	28	
2922	115	29	
2923	115	30	
2924	115	31	
2925	115	32	
2926	116	1	
2927	116	2	
2928	116	3	
2929	116	4	
2930	116	5	
2931	116	6	
2932	116	7	
2933	116	8	
2934	116	9	
2935	116	10	
2936	116	11	
2937	116	12	
2938	116	13	
2939	116	14	
2940	116	15	
2941	116	16	
2942	116	17	
2943	117	1	
2944	117	2	
2945	117	3	
2946	117	4	
2947	117	5	
2948	117	6	
2949	117	7	
2950	117	8	
2951	117	9	
2952	117	10	
2953	117	11	
2954	117	12	
2955	117	13	
2956	117	14	
2957	117	15	
2958	118	1	
2959	118	2	
2960	118	3	
2961	118	4	
2962	118	5	
2963	118	6	
2964	118	7	
2965	118	8	
2966	118	9	
2967	118	10	
2968	118	11	
2969	118	12	
2970	118	13	
2971	119	1	
2972	119	2	
2973	119	3	
2974	119	4	
2975	119	5	
2976	119	6	
2977	119	7	
2978	119	8	
2979	119	9	
2980	119	10	
2981	119	11	
2982	119	12	
2983	119	13	
2984	119	14	
2985	119	15	
2986	119	16	
2987	119	17	
2988	119	18	
2989	119	19	
2990	119	20	
2991	119	21	
2992	119	22	
2993	119	23	
2994	119	24	
2995	119	25	
2996	119	26	
2997	119	27	
2998	119	28	
2999	119	29	
3000	119	30	
3001	119	31	
3002	119	32	
3003	119	33	
3004	119	34	
3005	119	35	
3006	119	36	
3007	119	37	
3008	119	38	
3009	120	1	
3010	120	2	
3011	120	3	
3012	120	4	
3013	120	5	
3014	120	6	
3015	120	7	
3016	120	8	
3017	120	9	
3018	120	10	
3019	120	11	
3020	120	12	
3021	120	13	
3022	120	14	
3023	120	15	
3024	120	16	
3025	120	17	
3026	120	18	
3027	120	19	
3028	120	20	
3029	120	21	
3030	120	22	
3031	120	23	
3032	120	24	
3033	120	25	
3034	120	26	
3035	120	27	
3036	120	28	
3037	120	29	
3038	120	30	
3039	121	1	
3040	121	2	
3041	121	3	
3042	121	4	
3043	121	5	
3044	121	6	
3045	121	7	
3046	121	8	
3047	121	9	
3048	121	10	
3049	121	11	
3050	121	12	
3051	121	13	
3052	121	14	
3053	121	15	
3054	121	16	
3055	121	17	
3056	121	18	
3057	121	19	
3058	121	20	
3059	121	21	
3060	121	22	
3061	121	23	
3062	121	24	
3063	121	25	
3064	121	26	
3065	121	27	
3066	121	28	
3067	121	29	
3068	122	1	
3069	122	2	
3070	122	3	
3071	122	4	
3072	122	5	
3073	122	6	
3074	122	7	
3075	122	8	
3076	122	9	
3077	122	10	
3078	122	11	
3079	122	12	
3080	123	1	
3081	123	2	
3082	123	3	
3083	123	4	
3084	123	5	
3085	123	6	
3086	123	7	
3087	123	8	
3088	123	9	
3089	123	10	
3090	123	11	
3091	123	12	
3092	123	13	
3093	123	14	
3094	123	15	
3095	123	16	
3096	123	17	
3097	123	18	
3098	123	19	
3099	123	20	
3100	123	21	
3101	123	22	
3102	123	23	
3103	123	24	
3104	123	25	
3105	124	1	
3106	124	2	
3107	124	3	
3108	124	4	
3109	124	5	
3110	124	6	
3111	124	7	
3112	124	8	
3113	124	9	
3114	124	10	
3115	124	11	
3116	124	12	
3117	124	13	
3118	124	14	
3119	124	15	
3120	124	16	
3121	124	17	
3122	124	18	
3123	124	19	
3124	124	20	
3125	124	21	
3126	124	22	
3127	125	1	
3128	125	2	
3129	125	3	
3130	125	4	
3131	125	5	
3132	125	6	
3133	125	7	
3134	125	8	
3135	125	9	
3136	125	10	
3137	125	11	
3138	125	12	
3139	125	13	
3140	125	14	
3141	125	15	
3142	126	1	
3143	126	2	
3144	126	3	
3145	126	4	
3146	126	5	
3147	126	6	
3148	126	7	
3149	126	8	
3150	126	9	
3151	126	10	
3152	126	11	
3153	126	12	
3154	126	13	
3155	126	14	
3156	126	15	
3157	126	16	
3158	126	17	
3159	126	18	
3160	127	1	
3161	127	2	
3162	127	3	
3163	127	4	
3164	127	5	
3165	127	6	
3166	127	7	
3167	127	8	
3168	127	9	
3169	127	10	
3170	127	11	
3171	127	12	
3172	127	13	
3173	127	14	
3174	127	15	
3175	127	16	
3176	128	1	
3177	128	2	
3178	128	3	
3179	128	4	
3180	128	5	
3181	128	6	
3182	128	7	
3183	128	8	
3184	128	9	
3185	128	10	
3186	128	11	
3187	128	12	
3188	128	13	
3189	129	1	
3190	129	2	
3191	129	3	
3192	129	4	
3193	129	5	
3194	129	6	
3195	129	7	
3196	129	8	
3197	129	9	
3198	129	10	
3199	129	11	
3200	129	12	
3201	129	13	
3202	129	14	
3203	129	15	
3204	129	16	
3205	130	1	
3206	130	2	
3207	130	3	
3208	130	4	
3209	130	5	
3210	130	6	
3211	130	7	
3212	130	8	
3213	131	1	
3214	131	2	
3215	131	3	
3216	131	4	
3217	131	5	
3218	131	6	
3219	131	7	
3220	131	8	
3221	131	9	
3222	131	10	
3223	131	11	
3224	131	12	
3225	131	13	
3226	132	1	
3227	132	2	
3228	132	3	
3229	132	4	
3230	132	5	
3231	132	6	
3232	132	7	
3233	132	8	
3234	132	9	
3235	132	10	
3236	132	11	
3237	132	12	
3238	132	13	
3239	132	14	
3240	132	15	
3241	132	16	
3242	132	17	
3243	132	18	
3244	132	19	
3245	132	20	
3246	132	21	
3247	132	22	
3248	132	23	
3249	132	24	
3250	132	25	
3251	132	26	
3252	132	27	
3253	133	1	
3254	133	2	
3255	133	3	
3256	133	4	
3257	133	5	
3258	133	6	
3259	133	7	
3260	133	8	
3261	133	9	
3262	133	10	
3263	133	11	
3264	133	12	
3265	133	13	
3266	133	14	
3267	133	15	
3268	133	16	
3269	133	17	
3270	133	18	
3271	133	19	
3272	133	20	
3273	133	21	
3274	133	22	
3275	133	23	
3276	133	24	
3277	133	25	
3278	133	26	
3279	133	27	
3280	134	1	
3281	134	2	
3282	134	3	
3283	134	4	
3284	134	5	
3285	134	6	
3286	134	7	
3287	134	8	
3288	134	9	
3289	134	10	
3290	134	11	
3291	134	12	
3292	134	13	
3293	134	14	
3294	134	15	
3295	134	16	
3296	134	17	
3297	134	18	
3298	134	19	
3299	134	20	
3300	134	21	
3301	134	22	
3302	134	23	
3303	134	24	
3304	134	25	
3305	134	26	
3306	134	27	
3307	135	1	
3308	135	2	
3309	135	3	
3310	135	4	
3311	135	5	
3312	135	6	
3313	135	7	
3314	135	8	
3315	135	9	
3316	135	10	
3317	135	11	
3318	135	12	
3319	135	13	
3320	135	14	
3321	135	15	
3322	135	16	
3323	135	17	
3324	135	18	
3325	135	19	
3326	135	20	
3327	135	21	
3328	136	1	
3329	136	2	
3330	136	3	
3331	136	4	
3332	136	5	
3333	136	6	
3334	136	7	
3335	136	8	
3336	136	9	
3337	136	10	
3338	136	11	
3339	136	12	
3340	136	13	
3341	136	14	
3342	136	15	
3343	136	16	
3344	137	1	
3345	137	2	
3346	137	3	
3347	137	4	
3348	137	5	
3349	137	6	
3350	137	7	
3351	137	8	
3352	137	9	
3353	137	10	
3354	137	11	
3355	137	12	
3356	137	13	
3357	138	1	
3358	138	2	
3359	138	3	
3360	138	4	
3361	138	5	
3362	138	6	
3363	138	7	
3364	138	8	
3365	138	9	
3366	138	10	
3367	138	11	
3368	138	12	
3369	138	13	
3370	138	14	
3371	138	15	
3372	138	16	
3373	138	17	
3374	138	18	
3375	138	19	
3376	138	20	
3377	138	21	
3378	138	22	
3379	138	23	
3380	138	24	
3381	138	25	
3382	138	26	
3383	138	27	
3384	138	28	
3385	139	1	
3386	139	2	
3387	139	3	
3388	139	4	
3389	139	5	
3390	139	6	
3391	139	7	
3392	139	8	
3393	139	9	
3394	139	10	
3395	139	11	
3396	139	12	
3397	139	13	
3398	140	1	
3399	140	2	
3400	140	3	
3401	140	4	
3402	140	5	
3403	140	6	
3404	140	7	
3405	140	8	
3406	140	9	
3407	140	10	
3408	140	11	
3409	140	12	
3410	140	13	
3411	140	14	
3412	140	15	
3413	140	16	
3414	140	17	
3415	140	18	
3416	140	19	
3417	140	20	
3418	140	21	
3419	141	1	
3420	141	2	
3421	141	3	
3422	141	4	
3423	141	5	
3424	141	6	
3425	141	7	
3426	141	8	
3427	141	9	
3428	141	10	
3429	141	11	
3430	141	12	
3431	141	13	
3432	141	14	
3433	142	1	
3434	142	2	
3435	142	3	
3436	142	4	
3437	142	5	
3438	142	6	
3439	142	7	
3440	142	8	
3441	142	9	
3442	142	10	
3443	142	11	
3444	142	12	
3445	142	13	
3446	142	14	
3447	143	1	
3448	143	2	
3449	143	3	
3450	143	4	
3451	143	5	
3452	143	6	
3453	143	7	
3454	143	8	
3455	143	9	
3456	143	10	
3457	143	11	
3458	143	12	
3459	143	13	
3460	144	1	
3461	144	2	
3462	144	3	
3463	144	4	
3464	144	5	
3465	144	6	
3466	144	7	
3467	144	8	
3468	144	9	
3469	144	10	
3470	144	11	
3471	144	12	
3472	144	13	
3473	144	14	
3474	144	15	
3475	144	16	
3476	144	17	
3477	144	18	
3478	144	19	
3479	144	20	
3480	145	1	
3481	145	2	
3482	145	3	
3483	145	4	
3484	145	5	
3485	145	6	
3486	145	7	
3487	145	8	
3488	145	9	
3489	145	10	
3490	145	11	
3491	145	12	
3492	145	13	
3493	145	14	
3494	145	15	
3495	145	16	
3496	145	17	
3497	145	18	
3498	145	19	
3499	145	20	
3500	145	21	
3501	145	22	
3502	145	23	
3503	145	24	
3504	145	25	
3505	145	26	
3506	145	27	
3507	145	28	
3508	145	29	
3509	145	30	
3510	145	31	
3511	145	32	
3512	145	33	
3513	145	34	
3514	145	35	
3515	145	36	
3516	145	37	
3517	145	38	
3518	145	39	
3519	145	40	
3520	145	41	
3521	145	42	
3522	146	1	
3523	146	2	
3524	146	3	
3525	146	4	
3526	146	5	
3527	146	6	
3528	146	7	
3529	146	8	
3530	146	9	
3531	146	10	
3532	146	11	
3533	146	12	
3534	146	13	
3535	146	14	
3536	146	15	
3537	146	16	
3538	146	17	
3539	146	18	
3540	146	19	
3541	146	20	
3542	146	21	
3543	146	22	
3544	146	23	
3545	146	24	
3546	147	1	
3547	147	2	
3548	147	3	
3549	147	4	
3550	147	5	
3551	147	6	
3552	147	7	
3553	147	8	
3554	147	9	
3555	147	10	
3556	147	11	
3557	147	12	
3558	147	13	
3559	147	14	
3560	147	15	
3561	147	16	
3562	147	17	
3563	147	18	
3564	148	1	
3565	148	2	
3566	148	3	
3567	148	4	
3568	148	5	
3569	148	6	
3570	148	7	
3571	148	8	
3572	148	9	
3573	148	10	
3574	148	11	
3575	148	12	
3576	148	13	
3577	148	14	
3578	148	15	
3579	148	16	
3580	148	17	
3581	148	18	
3582	149	1	
3583	149	2	
3584	149	3	
3585	149	4	
3586	149	5	
3587	149	6	
3588	149	7	
3589	149	8	
3590	149	9	
3591	149	10	
3592	149	11	
3593	149	12	
3594	149	13	
3595	149	14	
3596	149	15	
3597	149	16	
3598	149	17	
3599	149	18	
3600	149	19	
3601	149	20	
3602	149	21	
3603	150	1	
3604	150	2	
3605	150	3	
3606	150	4	
3607	150	5	
3608	150	6	
3609	150	7	
3610	150	8	
